0020	sp	SPACE	Uni.: 5.1; MUFI: 3.0
02D8	breve	BREVE	Uni.: 5.1; MUFI: 3.0
02D9	dot	DOT ABOVE	Uni.: 5.1; MUFI: 3.0
02DA	ring	RING ABOVE	Uni.: 5.1; MUFI: 3.0
02DB	ogon	OGONEK	Uni.: 5.1; MUFI: 3.0
02DC	tilde	SMALL TILDE	Uni.: 5.1; MUFI: 3.0
02DD	dblac	DOUBLE ACUTE ACCENT	Uni.: 5.1; MUFI: 3.0
02E3	xmod	MODIFIER LETTER SMALL X	Uni.: 5.1; MUFI: 3.0
0300	combgrave	COMBINING GRAVE ACCENT	Uni.: 5.1; MUFI: 3.0
0301	combacute	COMBINING ACUTE ACCENT	Uni.: 5.1; MUFI: 3.0
0302	combcirc	COMBINING CIRCUMFLEX ACCENT	Uni.: 5.1; MUFI: 3.0
0303	combtilde	COMBINING TILDE	Uni.: 5.1; MUFI: 3.0
0304	combmacr	COMBINING MACRON	Uni.: 5.1; MUFI: 3.0
0305	bar	COMBINING OVERLINE	Uni.: 5.1; MUFI: 3.0
0306	combbreve	COMBINING BREVE	Uni.: 5.1; MUFI: 3.0
0307	combdot	COMBINING DOT ABOVE	Uni.: 5.1; MUFI: 3.0
0308	combuml	COMBINING DIAERESIS	Uni.: 5.1; MUFI: 3.0
0309	combhook	COMBINING HOOK ABOVE	Uni.: 5.1; MUFI: 3.0
030A	combring	COMBINING RING ABOVE	Uni.: 5.1; MUFI: 3.0
030B	combdblac	COMBINING DOUBLE ACUTE ACCENT	Uni.: 5.1; MUFI: 3.0
030D	combsgvertl	COMBINING VERTICAL LINE ABOVE	Uni.: 5.1; MUFI: 3.0
030E	combdbvertl	COMBINING DOUBLE VERTICAL LINE ABOVE	Uni.: 5.1; MUFI: 3.0
0315	combcomma	COMBINING COMMA ABOVE RIGHT	Uni.: 5.1; MUFI: 3.0
0323	combdotbl	COMBINING DOT BELOW	Uni.: 5.1; MUFI: 3.0
0327	combced	COMBINING CEDILLA	Uni.: 5.1; MUFI: 3.0
0328	combogon	COMBINING OGONEK	Uni.: 5.1; MUFI: 3.0
0332	barbl	COMBINING LOW LINE	Uni.: 5.1; MUFI: 3.0
0333	dblbarbl	COMBINING DOUBLE LOW LINE	Uni.: 5.1; MUFI: 3.0
0336	baracr	COMBINING LONG STROKE OVERLAY	Uni.: 5.1; MUFI: 3.0
033E	combtildevert	COMBINING VERTICAL TILDE	Uni.: 5.1; MUFI: 3.0
033F	dblovl	COMBINING DOUBLE OVERLINE	Uni.: 5.1; MUFI: 3.0
0359	combastbl	COMBINING ASTERISK BELOW	Uni.: 5.1; MUFI: 3.0
035B	er	COMBINING ZIGZAG ABOVE	Uni.: 5.1; MUFI: 3.0
035C	combdblbrevebl	COMBINING DOUBLE BREVE BELOW	Uni.: 5.1; MUFI: 3.0
0363	asup	COMBINING LATIN SMALL LETTER A	Uni.: 5.1; MUFI: 3.0
0364	esup	COMBINING LATIN SMALL LETTER E	Uni.: 5.1; MUFI: 3.0
0365	isup	COMBINING LATIN SMALL LETTER I	Uni.: 5.1; MUFI: 3.0
0366	osup	COMBINING LATIN SMALL LETTER O	Uni.: 5.1; MUFI: 3.0
0367	usup	COMBINING LATIN SMALL LETTER U	Uni.: 5.1; MUFI: 3.0
0368	csup	COMBINING LATIN SMALL LETTER C	Uni.: 5.1; MUFI: 3.0
0369	dsup	COMBINING LATIN SMALL LETTER D	Uni.: 5.1; MUFI: 3.0
036A	hsup	COMBINING LATIN SMALL LETTER H	Uni.: 5.1; MUFI: 3.0
036B	msup	COMBINING LATIN SMALL LETTER M	Uni.: 5.1; MUFI: 3.0
036C	rsup	COMBINING LATIN SMALL LETTER R	Uni.: 5.1; MUFI: 3.0
036D	tsup	COMBINING LATIN SMALL LETTER T	Uni.: 5.1; MUFI: 3.0
036E	vsup	COMBINING LATIN SMALL LETTER V	Uni.: 5.1; MUFI: 3.0
036F	xsup	COMBINING LATIN SMALL LETTER X	Uni.: 5.1; MUFI: 3.0
0398	Theta	GREEK CAPITAL LETTER THETA	Uni.: 5.1; MUFI: 3.0
03B8	theta	GREEK SMALL LETTER THETA	Uni.: 5.1; MUFI: 3.0
1019A	romas	ROMAN AS SIGN	Uni.: 5.1; MUFI: 3.0
10190	sextans	ROMAN SEXTANS SIGN	Uni.: 5.1; MUFI: 3.0
10191	romunc	ROMAN UNCIA SIGN	Uni.: 5.1; MUFI: 3.0
10192	romsemunc	ROMAN SEMIUNCIA SIGN	Uni.: 5.1; MUFI: 3.0
10193	romsext	ROMAN SEXTULA SIGN	Uni.: 5.1; MUFI: 3.0
10194	romdimsext	ROMAN DIMIDIA SEXTULA SIGN	Uni.: 5.1; MUFI: 3.0
10195	romsiliq	ROMAN SILIQUA SIGN	Uni.: 5.1; MUFI: 3.0
10196	romXbar	LATIN CAPITAL LETTER X WITH BAR	Uni.: 5.1; MUFI: 3.0
10197	romquin	ROMAN QUINARIUS SIGN	Uni.: 5.1; MUFI: 3.0
10198	sestert	SESTERTIA SIGN	Uni.: 5.1; MUFI: 3.0
10199	romdupond	ROMAN DUPONDIUS SIGN	Uni.: 5.1; MUFI: 3.0
10FB	tridotright	GEORGIAN PARAGRAPH SEPARATOR	Uni.: 5.1; MUFI: 3.0
16A0	fMedrun	RUNIC LETTER FEHU FEOH FE F	Uni.: 5.1; MUFI: 3.0
16A1		RUNIC LETTER V	Uni.: 5.1; MUFI: RUFI 0.1
16A2		RUNIC LETTER URUZ UR U	Uni.: 7.0; MUFI: RUFI 0.1
16A3		RUNIC LETTER YR	Uni.: 7.0; MUFI: RUFI 0.1
16A4		RUNIC LETTER Y	Uni.: 7.0; MUFI: RUFI 0.1
16A5		RUNIC LETTER W	Uni.: 7.0; MUFI: RUFI 0.1
16A6		RUNIC LETTER THURISAZ THURS THORN	Uni.: 7.0; MUFI: RUFI 0.1
16A7		RUNIC LETTER ETH	Uni.: 7.0; MUFI: RUFI 0.1
16A8		RUNIC LETTER ANSUZ A	Uni.: 7.0; MUFI: RUFI 0.1
16D8	mMedrun	RUNIC MEDIEVAL LETTER M	Uni.: 5.1; MUFI: 3.0
1D00	ascap	LATIN LETTER SMALL CAPITAL A	Uni.: 5.1; MUFI: 3.0
1D01	aeligscap	LATIN LETTER SMALL CAPITAL AE	Uni.: 5.1; MUFI: 3.0
1D04	cscap	LATIN LETTER SMALL CAPITAL C	Uni.: 5.1; MUFI: 3.0
1D05	dscap	LATIN LETTER SMALL CAPITAL D	Uni.: 5.1; MUFI: 3.0
1D06	ethscap	LATIN LETTER SMALL CAPITAL ETH	Uni.: 5.1; MUFI: 3.0
1D07	escap	LATIN LETTER SMALL CAPITAL E	Uni.: 5.1; MUFI: 3.0
1D0A	jscap	LATIN LETTER SMALL CAPITAL J	Uni.: 5.1; MUFI: 3.0
1D0B	kscap	LATIN LETTER SMALL CAPITAL K	Uni.: 5.1; MUFI: 3.0
1D0D	mscap	LATIN LETTER SMALL CAPITAL M	Uni.: 5.1; MUFI: 3.0
1D0F	oscap	LATIN LETTER SMALL CAPITAL O	Uni.: 5.1; MUFI: 3.0
1D18	pscap	LATIN LETTER SMALL CAPITAL P	Uni.: 5.1; MUFI: 3.0
1D1B	tscap	LATIN LETTER SMALL CAPITAL T	Uni.: 5.1; MUFI: 3.0
1D1C	uscap	LATIN LETTER SMALL CAPITAL U	Uni.: 5.1; MUFI: 3.0
1D20	vscap	LATIN LETTER SMALL CAPITAL V	Uni.: 5.1; MUFI: 3.0
1D21	wscap	LATIN LETTER SMALL CAPITAL W	Uni.: 5.1; MUFI: 3.0
1D22	zscap	LATIN LETTER SMALL CAPITAL Z	Uni.: 5.1; MUFI: 3.0
1D35	Imod	MODIFIER CAPITAL LETTER I	Uni.: 5.1; MUFI: 3.0
1D6B	uelig	LATIN SMALL LETTER UE	Uni.: ; MUFI: 4.0 auto
1D79	gins	LATIN SMALL LETTER INSULAR G	Uni.: 5.1; MUFI: 3.0
1DCD	combcircdbl	COMBINING DOUBLE CIRCUMFLEX ABOVE	Uni.: 5.1; MUFI: 3.0
1DCE	combcurl	COMBINING OGONEK ABOVE	Uni.: 5.1; MUFI: 3.0
1DCF	ersub	COMBINING ZIGZAG BELOW	Uni.: 5.1; MUFI: 3.0
1DD0	combisbelow	COMBINING IS BELOW	Uni.: 5.1; MUFI: 3.0
1DD1	ur	COMBINING UR ABOVE	Uni.: 5.1; MUFI: 3.0
1DD2	us	COMBINING US ABOVE	Uni.: 5.1; MUFI: 3.0
1DD3	ra	COMBINING LATIN SMALL LETTER FLATTENED OPEN A ABOVE	Uni.: 5.1; MUFI: 3.0
1DD4	aeligsup	COMBINING LATIN SMALL LETTER AE	Uni.: 5.1; MUFI: 3.0
1DD5	aoligsup	COMBINING LATIN SMALL LIGATURE AO	Uni.: 5.1; MUFI: 3.0
1DD6	avligsup	COMBINING LATIN SMALL LIGATURE AV	Uni.: 5.1; MUFI: 3.0
1DD7	ccedilsup	COMBINING LATIN SMALL LETTER C CEDILLA	Uni.: 5.1; MUFI: 3.0
1DD8	drotsup	COMBINING LATIN LETTER INSULAR D	Uni.: 5.1; MUFI: 3.0
1DD9	ethsup	COMBINING LATIN SMALL LETTER ETH	Uni.: 5.1; MUFI: 3.0
1DDA	gsup	COMBINING LATIN SMALL LETTER G	Uni.: 5.1; MUFI: 3.0
1DDB	gscapsup	COMBINING LATIN LETTER SMALL CAPITAL G	Uni.: 5.1; MUFI: 3.0
1DDC	ksup	COMBINING LATIN SMALL LETTER K	Uni.: 5.1; MUFI: 3.0
1DDD	lsup	COMBINING LATIN SMALL LETTER L	Uni.: 5.1; MUFI: 3.0
1DDE	lscapsup	COMBINING LATIN LETTER SMALL CAPITAL L	Uni.: 5.1; MUFI: 3.0
1DDF	mscapsup	COMBINING LATIN LETTER SMALL CAPITAL M	Uni.: 5.1; MUFI: 3.0
1DE0	nsup	COMBINING LATIN SMALL LETTER N	Uni.: 5.1; MUFI: 3.0
1DE1	nscapsup	COMBINING LATIN LETTER SMALL CAPITAL N	Uni.: 5.1; MUFI: 3.0
1DE2	rscapsup	COMBINING LATIN LETTER SMALL CAPITAL R	Uni.: 5.1; MUFI: 3.0
1DE3	rrotsup	COMBINING LATIN SMALL LETTER R ROTUNDA	Uni.: 5.1; MUFI: 3.0
1DE4	ssup	COMBINING LATIN SMALL LETTER S	Uni.: 5.1; MUFI: 3.0
1DE5	slongsup	COMBINING LATIN SMALL LETTER LONG S	Uni.: 5.1; MUFI: 3.0
1DE6	zsup	COMBINING LATIN SMALL LETTER Z	Uni.: 5.1; MUFI: 3.0
1E02	Bdot	LATIN CAPITAL LETTER B WITH DOT ABOVE	Uni.: 5.1; MUFI: 3.0
1E03	bdot	LATIN SMALL LETTER B WITH DOT ABOVE	Uni.: 5.1; MUFI: 3.0
1E04	Bdotbl	LATIN CAPITAL LETTER B WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1E05	bdotbl	LATIN SMALL LETTER B WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1E0A	Ddot	LATIN CAPITAL LETTER D WITH DOT ABOVE	Uni.: 5.1; MUFI: 3.0
1E0B	ddot	LATIN SMALL LETTER D WITH DOT ABOVE	Uni.: 5.1; MUFI: 3.0
1E0C	Ddotbl	LATIN CAPITAL LETTER D WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1E0D	ddotbl	LATIN SMALL LETTER D WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1E16	Emacracute	LATIN CAPITAL LETTER E WITH MACRON AND ACUTE	Uni.: 5.1; MUFI: 3.0
1E17	emacracute	LATIN SMALL LETTER E WITH MACRON AND ACUTE	Uni.: 5.1; MUFI: 3.0
1E1E	Fdot	LATIN CAPITAL LETTER F WITH DOT ABOVE	Uni.: 5.1; MUFI: 3.0
1E1F	fdot	LATIN SMALL LETTER F WITH DOT ABOVE	Uni.: 5.1; MUFI: 3.0
1E22	hdot	LATIN SMALL LETTER H WITH DOT ABOVE	Uni.: 5.1; MUFI: 3.0
1E23	Hdot	LATIN CAPITAL LETTER H WITH DOT ABOVE	Uni.: 5.1; MUFI: 3.0
1E24	Hdotbl	LATIN CAPITAL LETTER H WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1E25	hdotbl	LATIN SMALL LETTER H WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1E30	Kacute	LATIN CAPITAL LETTER K WITH ACUTE	Uni.: 5.1; MUFI: 3.0
1E31	kacute	LATIN SMALL LETTER K WITH ACUTE	Uni.: 5.1; MUFI: 3.0
1E32	Kdotbl	LATIN CAPITAL LETTER K WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1E33	kdotbl	LATIN SMALL LETTER K WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1E36	Ldotbl	LATIN CAPITAL LETTER L WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1E37	ldotbl	LATIN SMALL LETTER L WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1E3E	Macute	LATIN CAPITAL LETTER M WITH ACUTE	Uni.: 5.1; MUFI: 3.0
1E3F	macute	LATIN SMALL LETTER M WITH ACUTE	Uni.: 5.1; MUFI: 3.0
1E40	Mdot	LATIN CAPITAL LETTER M WITH DOT ABOVE	Uni.: 5.1; MUFI: 3.0
1E41	mdot	LATIN SMALL LETTER M WITH DOT ABOVE	Uni.: 5.1; MUFI: 3.0
1E42	Mdotbl	LATIN CAPITAL LETTER M WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1E43	mdotbl	LATIN SMALL LETTER M WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1E44	Ndot	LATIN CAPITAL LETTER N WITH DOT ABOVE	Uni.: 5.1; MUFI: 3.0
1E45	ndot	LATIN SMALL LETTER N WITH DOT ABOVE	Uni.: 5.1; MUFI: 3.0
1E46	Ndotbl	LATIN CAPITAL LETTER N WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1E47	ndotbl	LATIN SMALL LETTER N WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1E52	Omacracute	LATIN CAPITAL LETTER O WITH MACRON AND ACUTE	Uni.: 5.1; MUFI: 3.0
1E53	omacracute	LATIN SMALL LETTER O WITH MACRON AND ACUTE	Uni.: 5.1; MUFI: 3.0
1E54	Pacute	LATIN CAPITAL LETTER P WITH ACUTE	Uni.: 5.1; MUFI: 3.0
1E55	pacute	LATIN SMALL LETTER P WITH ACUTE	Uni.: 5.1; MUFI: 3.0
1E56	Pdot	LATIN CAPITAL LETTER P WITH DOT ABOVE	Uni.: 5.1; MUFI: 3.0
1E57	pdot	LATIN SMALL LETTER P WITH DOT ABOVE	Uni.: 5.1; MUFI: 3.0
1E58	Rdot	LATIN CAPITAL LETTER R WITH DOT ABOVE	Uni.: 5.1; MUFI: 3.0
1E59	rdot	LATIN SMALL LETTER R WITH DOT ABOVE	Uni.: 5.1; MUFI: 3.0
1E5A	Rdotbl	LATIN CAPITAL LETTER R WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1E5B	rdotbl	LATIN SMALL LETTER R WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1E60	Sdot	LATIN CAPITAL LETTER S WITH DOT ABOVE	Uni.: 5.1; MUFI: 3.0
1E61	sdot	LATIN SMALL LETTER S WITH DOT ABOVE	Uni.: 5.1; MUFI: 3.0
1E62	Sdotbl	LATIN CAPITAL LETTER S WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1E63	sdotbl	LATIN SMALL LETTER S WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1E6A	Tdot	LATIN CAPITAL LETTER T WITH DOT ABOVE	Uni.: 5.1; MUFI: 3.0
1E6B	tdot	LATIN SMALL LETTER T WITH DOT ABOVE	Uni.: 5.1; MUFI: 3.0
1E6C	Tdotbl	LATIN CAPITAL LETTER T WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1E6D	tdotbl	LATIN SMALL LETTER T WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1E7E	Vdotbl	LATIN CAPITAL LETTER V WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1E7F	vdotbl	LATIN SMALL LETTER V WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1E80	Wgrave	LATIN CAPITAL LETTER W WITH GRAVE	Uni.: 5.1; MUFI: 3.0
1E81	wgrave	LATIN SMALL LETTER W WITH GRAVE	Uni.: 5.1; MUFI: 3.0
1E82	Wacute	LATIN CAPITAL LETTER W WITH ACUTE	Uni.: 5.1; MUFI: 3.0
1E83	wacute	LATIN SMALL LETTER W WITH ACUTE	Uni.: 5.1; MUFI: 3.0
1E84	Wuml	LATIN CAPITAL LETTER W WITH DIAERESIS	Uni.: 5.1; MUFI: 3.0
1E85	wuml	LATIN SMALL LETTER W WITH DIAERESIS	Uni.: 5.1; MUFI: 3.0
1E86	Wdot	LATIN CAPITAL LETTER W WITH DOT ABOVE	Uni.: 5.1; MUFI: 3.0
1E87	wdot	LATIN SMALL LETTER W WITH DOT ABOVE	Uni.: 5.1; MUFI: 3.0
1E88	Wdotbl	LATIN CAPITAL LETTER W WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1E89	wdotbl	LATIN SMALL LETTER W WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1E8E	Ydot	LATIN CAPITAL LETTER Y WITH DOT ABOVE	Uni.: 5.1; MUFI: 3.0
1E8F	ydot	LATIN SMALL LETTER Y WITH DOT ABOVE	Uni.: 5.1; MUFI: 3.0
1E92	Zdotbl	LATIN CAPITAL LETTER Z WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1E93	zdotbl	LATIN SMALL LETTER Z WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1E98	wring	LATIN SMALL LETTER W WITH RING ABOVE	Uni.: 5.1; MUFI: 3.0
1E99	yring	LATIN SMALL LETTER Y WITH RING ABOVE	Uni.: 5.1; MUFI: 3.0
1E9C	slongbarslash	LATIN SMALL LETTER LONG S WITH DIAGONAL STROKE	Uni.: 5.1; MUFI: 3.0
1E9D	slongbar	LATIN SMALL LETTER LONG S WITH HIGH STROKE	Uni.: 5.1; MUFI: 3.0
1E9E	SZlig	LATIN CAPITAL LETTER SHARP S	Uni.: 5.1; MUFI: 3.0
1E9F	dscript	LATIN SMALL LETTER DELTA	Uni.: 5.1; MUFI: 3.0
1EA0	Adotbl	LATIN CAPITAL LETTER A WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1EA1	adotbl	LATIN SMALL LETTER A WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1EA2	Ahook	LATIN CAPITAL LETTER A WITH HOOK ABOVE	Uni.: 5.1; MUFI: 3.0
1EA3	ahook	LATIN SMALL LETTER A WITH HOOK ABOVE	Uni.: 5.1; MUFI: 3.0
1EAE	Abreveacute	LATIN CAPITAL LETTER A WITH BREVE AND ACUTE	Uni.: 5.1; MUFI: 3.0
1EAF	abreveacute	LATIN SMALL LETTER A WITH BREVE AND ACUTE	Uni.: 5.1; MUFI: 3.0
1EB8	Edotbl	LATIN CAPITAL LETTER E WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1EB9	edotbl	LATIN SMALL LETTER E WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1EC8	Ihook	LATIN CAPITAL LETTER I WITH HOOK ABOVE	Uni.: 5.1; MUFI: 3.0
1EC9	ihook	LATIN SMALL LETTER I WITH HOOK ABOVE	Uni.: 5.1; MUFI: 3.0
1ECA	Idotbl	LATIN CAPITAL LETTER I WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1ECB	idotbl	LATIN SMALL LETTER I WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1ECC	Odotbl	LATIN CAPITAL LETTER O WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1ECD	odotbl	LATIN SMALL LETTER O WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1ECE	Ohook	LATIN CAPITAL LETTER O WITH HOOK ABOVE	Uni.: 5.1; MUFI: 3.0
1ECF	ohook	LATIN SMALL LETTER O WITH HOOK ABOVE	Uni.: 5.1; MUFI: 3.0
1EE4	Udotbl	LATIN CAPITAL LETTER U WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1EE5	udotbl	LATIN SMALL LETTER U WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1EE6	Uhook	LATIN CAPITAL LETTER U WITH HOOK ABOVE	Uni.: 5.1; MUFI: 3.0
1EE7	uhook	LATIN SMALL LETTER U WITH HOOK ABOVE	Uni.: 5.1; MUFI: 3.0
1EF2	Ygrave	LATIN CAPITAL LETTER Y WITH GRAVE	Uni.: 5.1; MUFI: 3.0
1EF3	ygrave	LATIN SMALL LETTER Y WITH GRAVE	Uni.: 5.1; MUFI: 3.0
1EF4	Ydotbl	LATIN CAPITAL LETTER Y WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1EF5	ydotbl	LATIN SMALL LETTER Y WITH DOT BELOW	Uni.: 5.1; MUFI: 3.0
1EF6	Yhook	LATIN CAPITAL LETTER Y WITH HOOK ABOVE	Uni.: 5.1; MUFI: 3.0
1EF7	yhook	LATIN SMALL LETTER Y WITH HOOK ABOVE	Uni.: 5.1; MUFI: 3.0
1EFA	LLwelsh	LATIN CAPITAL LETTER MIDDLE-WELSH LL	Uni.: 5.1; MUFI: 3.0
1EFB	llwelsh	LATIN SMALL LETTER MIDDLE-WELSH LL	Uni.: 5.1; MUFI: 3.0
1EFC	Vwelsh	LATIN CAPITAL LETTER MIDDLE-WELSH V	Uni.: 5.1; MUFI: 3.0
1EFD	vwelsh	LATIN SMALL LETTER MIDDLE-WELSH V	Uni.: 5.1; MUFI: 3.0
1EFE	Yloop	LATIN CAPITAL LETTER Y WITH LOOP	Uni.: 5.1; MUFI: 3.0
1EFF	yloop	LATIN SMALL LETTER Y WITH LOOP	Uni.: 5.1; MUFI: 3.0
2000	enqd	EN QUAD	Uni.: 5.1; MUFI: 3.0
2001	emqd	EM QUAD	Uni.: 5.1; MUFI: 3.0
2002	ensp	EN SPACE	Uni.: ; MUFI: 4.0 auto
2003	emsp	EM SPACE	Uni.: ; MUFI: 4.0 auto
2004	emsp13	THREE-PER-EM SPACE	Uni.: ; MUFI: 4.0 auto
2005	emsp14	FOUR-PER-EM SPACE	Uni.: ; MUFI: 4.0 auto
2006	emsp16	SIX-PER-EM SPACE	Uni.: ; MUFI: 4.0 auto
2007	numsp	FIGURE SPACE	Uni.: ; MUFI: 4.0 auto
2008	puncsp	PUNCTUATION SPACE	Uni.: ; MUFI: 4.0 auto
2009	thinsp	THIN SPACE	Uni.: ; MUFI: 4.0 auto
200A	hairsp	HAIR SPACE	Uni.: ; MUFI: 4.0 auto
200B	zerosp	ZERO WIDTH SPACE	Uni.: ; MUFI: 4.0 auto
2010	dash	HYPHEN	Uni.: 5.1; MUFI: 3.0
2011	nbhy	NON-BREAKING HYPHEN	Uni.: 5.1; MUFI: 3.0
2012	numdash	FIGURE DASH	Uni.: 5.1; MUFI: 3.0
2013	ndash	EN DASH	Uni.: 5.1; MUFI: 3.0
2014	mdash	EM DASH	Uni.: 5.1; MUFI: 3.0
2015	horbar	HORIZONTAL BAR	Uni.: 5.1; MUFI: 3.0
2016	Verbar	DOUBLE VERTICAL LINE	Uni.: 5.1; MUFI: 3.0
2018	lsquo	LEFT SINGLE QUOTATION MARK	Uni.: 5.1; MUFI: 3.0
2019	rsquo	RIGHT SINGLE QUOTATION MARK	Uni.: 5.1; MUFI: 3.0
201A	lsquolow	SINGLE LOW-9 QUOTATION MARK	Uni.: 5.1; MUFI: 3.0
201B	rsquorev	SINGLE HIGH-REVERSED-9 QUOTATION MARK	Uni.: 5.1; MUFI: 3.0
201C	ldquo	LEFT DOUBLE QUOTATION MARK	Uni.: 5.1; MUFI: 3.0
201D	rdquo	RIGHT DOUBLE QUOTATION MARK	Uni.: 5.1; MUFI: 3.0
201E	ldquolow	DOUBLE LOW-9 QUOTATION MARK	Uni.: 5.1; MUFI: 3.0
201F	rdquorev	DOUBLE HIGH-REVERSED-9 QUOTATION MARK	Uni.: 5.1; MUFI: 3.0
2020	dagger	DAGGER	Uni.: 5.1; MUFI: 3.0
2021	Dagger	DOUBLE DAGGER	Uni.: 5.1; MUFI: 3.0
2022	bull	BULLET	Uni.: 5.1; MUFI: 3.0
2023	tribull	TRIANGULAR BULLET	Uni.: 5.1; MUFI: 3.0
2024	sgldr	ONE DOT LEADER	Uni.: 5.1; MUFI: 3.0
2025	dblldr	TWO DOT LEADER	Uni.: 5.1; MUFI: 3.0	..
2026	hellip	HORIZONTAL ELLIPSIS	Uni.: ; MUFI: 4.0 auto
2027	hyphpoint	HYPHENATION POINT	Uni.: 5.1; MUFI: 3.0
202F	nnbsp	NARROW NO-BREAK SPACE	Uni.: ; MUFI: 4.0 auto
2030	permil	PER MILLE SIGN	Uni.: 5.1; MUFI: 3.0
2032	prime	PRIME	Uni.: 5.1; MUFI: 3.0
2033	Prime	DOUBLE PRIME	Uni.: 5.1; MUFI: 3.0
2039	lsaquo	SINGLE LEFT-POINTING ANGLE QUOTATION MARK	Uni.: 5.1; MUFI: 3.0
203A	rsaquo	SINGLE RIGHT-POINTING ANGLE QUOTATION MARK	Uni.: 5.1; MUFI: 3.0
203B	refmark	REFERENCE MARK	Uni.: 5.1; MUFI: 3.0
2042	triast	ASTERISM	Uni.: 5.1; MUFI: 3.0
2044	fracsol	FRACTION SLASH	Uni.: 5.1; MUFI: 3.0
2045	lsqbqu	LEFT SQUARE BRACKET WITH QUILL	Uni.: 5.1; MUFI: 3.0
2046	rsqbqu	RIGHT SQUARE BRACKET WITH QUILL	Uni.: 5.1; MUFI: 3.0
